lot,start_year,start_week,start_day,assyin_entity_code,original_entity_code,package_type,cust_assy_lot,start_date,flowtype,order_type,cust_code,package_code,product_no,original_start_qty,bom_no,bom_rev,last_oper,assy_pack_type,automotive_flag,wafer_size,die_used,size_type,cancel_flag
EMSPR4193.2,2024,42,4,140,140,QFN,175704,10/16/2024 19:00,G-A,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,2024-EMS-10-G223,TUBE,Y,8,1,85.8 X 82.7,
EMSPR4194.1,2024,41,6,140,140,QFN,176589,10/11/2024 19:00,G-A,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,2024-EMS-10-G165,TUBE,Y,8,1,85.8 X 82.7,
EMSPR4194.4,2024,41,6,140,140,QFN,176589,10/11/2024 19:00,G-A,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,2024-EMS-10-G170,TUBE,Y,8,1,85.8 X 82.7,
EMSPR4194.5,2024,41,6,140,140,QFN,176589,10/11/2024 19:00,G-A,P,EMS,NQ-400E4001020U,520.47A,36840,EMS0994P,A,2024-EMS-10-G170,TUBE,Y,8,1,85.8 X 82.7,
EMSPR4194.3,2024,41,6,140,140,QFN,176589,10/11/2024 19:00,G-A,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,2024-EMS-10-G170,TUBE,Y,8,1,85.8 X 82.7,
EMSPR4194.2,2024,41,6,140,140,QFN,176589,10/11/2024 19:00,G-A,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,2024-EMS-10-G165,TUBE,Y,8,1,85.8 X 82.7,
EMSPR4241.5,2024,42,7,140,140,QFN,190047,10/19/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,29695,EMS0994P,A,EMSPR4241.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4241.3,2024,42,7,140,140,QFN,190047,10/19/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,EMSPR4241.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4241.1,2024,42,7,140,140,QFN,190047,10/19/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,2FTH140,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4241.2,2024,42,7,140,140,QFN,190047,10/19/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,EMSPR4241.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4241.4,2024,42,7,140,140,QFN,190047,10/19/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,EMSPR4241.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4242.5,2024,43,1,140,140,QFN,190052,10/20/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,36044,EMS0994P,A,EMSPR4242.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4242.1,2024,43,1,140,140,QFN,190052,10/20/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,1FTR25,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4242.3,2024,43,1,140,140,QFN,190052,10/20/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,EMSPR4242.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4242.4,2024,43,1,140,140,QFN,190052,10/20/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,EMSPR4242.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4242.2,2024,43,1,140,140,QFN,190052,10/20/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,EMSPR4242.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4243.4,2024,43,1,140,140,QFN,190053,10/20/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,EMSPR4243.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4243.3,2024,43,1,140,140,QFN,190053,10/20/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,EMSPR4243.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4243.1,2024,43,1,140,140,QFN,190053,10/20/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,2FTH140,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4243.5,2024,43,1,140,140,QFN,190053,10/20/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,35685,EMS0994P,A,EMSPR4243.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4243.2,2024,43,1,140,140,QFN,190053,10/20/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,EMSPR4243.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4244.5,2024,43,2,140,140,QFN,190054,10/21/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,37455,EMS0994P,A,EMSPR4244.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4244.4,2024,43,2,140,140,QFN,190054,10/21/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,EMSPR4244.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4244.3,2024,43,2,140,140,QFN,190054,10/21/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,EMSPR4244.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4244.2,2024,43,2,140,140,QFN,190054,10/21/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,EMSPR4244.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4244.1,2024,43,2,140,140,QFN,190054,10/21/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,1FTR25,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4245.5,2024,43,2,140,140,QFN,190056,10/21/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,36381,EMS0994P,A,EMSPR4245.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4245.1,2024,43,2,140,140,QFN,190056,10/21/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,1FTR25,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4245.2,2024,43,2,140,140,QFN,190056,10/21/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,EMSPR4245.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4245.4,2024,43,2,140,140,QFN,190056,10/21/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,EMSPR4245.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4245.3,2024,43,2,140,140,QFN,190056,10/21/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,EMSPR4245.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4246.1,2024,43,3,140,140,QFN,190062,10/22/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,XFER-TEST,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4246.4,2024,43,3,140,140,QFN,190062,10/22/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,EMSPR4246.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4246.3,2024,43,3,140,140,QFN,190062,10/22/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,EMSPR4246.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4246.5,2024,43,3,140,140,QFN,190062,10/22/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,36786,EMS0994P,A,EMSPR4246.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4246.2,2024,43,3,140,140,QFN,190062,10/22/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,EMSPR4246.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4263.1,2024,43,3,140,140,QFN,190057,10/22/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,XFER-TEST,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4263.2,2024,43,3,140,140,QFN,190057,10/22/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,EMSPR4263.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4263.4,2024,43,3,140,140,QFN,190057,10/22/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,EMSPR4263.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4263.5,2024,43,3,140,140,QFN,190057,10/22/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,34845,EMS0994P,A,EMSPR4263.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4263.3,2024,43,3,140,140,QFN,190057,10/22/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,EMSPR4263.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4264.1,2024,43,3,140,140,QFN,190060,10/22/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,XFER-TEST,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4264.5,2024,43,3,140,140,QFN,190060,10/22/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,21270,EMS0994P,A,EMSPR4264.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4264.4,2024,43,3,140,140,QFN,190060,10/22/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,EMSPR4264.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4264.2,2024,43,3,140,140,QFN,190060,10/22/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,EMSPR4264.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4264.3,2024,43,3,140,140,QFN,190060,10/22/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,EMSPR4264.1,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4298.1,2024,44,1,140,140,QFN,190061,10/27/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,PNP,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4298.3,2024,44,1,140,140,QFN,190061,10/27/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,XFER-TEST,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4298.4,2024,44,1,140,140,QFN,190061,10/27/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,XFER-TEST,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4298.5,2024,44,1,140,140,QFN,190061,10/27/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,38231,EMS0994P,A,XFER-TEST,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4298.2,2024,44,1,140,140,QFN,190061,10/27/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,XFER-TEST,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4351.1,2024,44,5,140,140,QFN,190055,10/31/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,SEAL-GREEN,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4351.2,2024,44,5,140,140,QFN,190055,10/31/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,SEAL-GREEN,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4351.3,2024,44,5,140,140,QFN,190055,10/31/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,SEAL-GREEN,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4351.5,2024,44,5,140,140,QFN,190055,10/31/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,35685,EMS0994P,A,SEAL-GREEN,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4351.4,2024,44,5,140,140,QFN,190055,10/31/2024 19:00,G-A-T-P,P,EMS,NQ-400E4001020U,520.47A,28000,EMS0994P,A,SEAL-GREEN,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4233.1,2024,42,7,140,140,QFN,175700,10/19/2024 19:00,G-A,P,EMS,NQ-400E4001020U,520.47A,28000,EMS1186P,A,2024-EMS-11-G027,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4233.3,2024,42,7,140,140,QFN,175700,10/19/2024 19:00,G-A,P,EMS,NQ-400E4001020U,520.47A,28000,EMS1186P,A,2024-EMS-11-G027,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4233.2,2024,42,7,140,140,QFN,175700,10/19/2024 19:00,G-A,P,EMS,NQ-400E4001020U,520.47A,28000,EMS1186P,A,2024-EMS-11-G027,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4233.4,2024,42,7,140,140,QFN,175700,10/19/2024 19:00,G-A,P,EMS,NQ-400E4001020U,520.47A,28000,EMS1186P,A,2024-EMS-11-G027,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4233.5,2024,42,7,140,140,QFN,175700,10/19/2024 19:00,G-A,P,EMS,NQ-400E4001020U,520.47A,28211,EMS1186P,A,2024-EMS-11-G027,TRAY,Y,8,1,85.8 X 82.7,
EMSPR4187.1,2024,42,3,140,140,QFN,185627,10/15/2024 19:00,G-A,P,EMS,NQ-400E4001020U,522.01A,28000,EMS1028P,A,2024-EMS-10-G193,TUBE,Y,8,1,64.6 X 65.4,
EMSPR4187.2,2024,42,3,140,140,QFN,185627,10/15/2024 19:00,G-A,P,EMS,NQ-400E4001020U,522.01A,32225,EMS1028P,A,2024-EMS-10-G193,TUBE,Y,8,1,64.6 X 65.4,
EMSPR4195.1,2024,42,3,140,140,QFN,185627,10/15/2024 19:00,G-A,P,EMS,NQ-400E4001020U,522.01A,28000,EMS1028P,A,2024-EMS-10-G210,TUBE,Y,8,1,64.6 X 65.4,
EMSPR4195.2,2024,42,3,140,140,QFN,185627,10/15/2024 19:00,G-A,P,EMS,NQ-400E4001020U,522.01A,32251,EMS1028P,A,2024-EMS-10-G210,TUBE,Y,8,1,64.6 X 65.4,
EMSPR4260.1,2024,43,4,140,140,QFN,187550,10/23/2024 19:00,G-A,P,EMS,NQ-400E4001020U,522.01A,28000,EMS1028P,A,2024-EMS-11-G028,TUBE,Y,8,1,64.6 X 65.4,
EMSPR4260.2,2024,43,4,140,140,QFN,187550,10/23/2024 19:00,G-A,P,EMS,NQ-400E4001020U,522.01A,32487,EMS1028P,A,2024-EMS-11-G030,TUBE,Y,8,1,64.6 X 65.4,
EMSPR4261.1,2024,43,5,140,140,QFN,187550,10/24/2024 19:00,G-A,P,EMS,NQ-400E4001020U,522.01A,28000,EMS1028P,A,2024-EMS-11-G036,TUBE,Y,8,1,64.6 X 65.4,
EMSPR4261.2,2024,43,5,140,140,QFN,187550,10/24/2024 19:00,G-A,P,EMS,NQ-400E4001020U,522.01A,32546,EMS1028P,A,2024-EMS-11-G038,TUBE,Y,8,1,64.6 X 65.4,
EMSPR4128.1,2024,41,4,140,140,QFN,190032,10/9/2024 19:00,B-A-T-P,P,EMS,NQ-400E400B020E,524.03A,28000,EMS0713P,B,2024-EMS-10-G185,TUBE,Y,8,1,82.30 X 93.30,
EMSPR4128.5,2024,41,4,140,140,QFN,190032,10/9/2024 19:00,B-A-T-P,P,EMS,NQ-400E400B020E,524.03A,17333,EMS0713P,B,EMSPR4128.1,TUBE,Y,8,1,82.30 X 93.30,
EMSPR4128.4,2024,41,4,140,140,QFN,190032,10/9/2024 19:00,B-A-T-P,P,EMS,NQ-400E400B020E,524.03A,28000,EMS0713P,B,EMSPR4128.1,TUBE,Y,8,1,82.30 X 93.30,
EMSPR4128.2,2024,41,4,140,140,QFN,190032,10/9/2024 19:00,B-A-T-P,P,EMS,NQ-400E400B020E,524.03A,28000,EMS0713P,B,EMSPR4128.1,TUBE,Y,8,1,82.30 X 93.30,
EMSPR4128.3,2024,41,4,140,140,QFN,190032,10/9/2024 19:00,B-A-T-P,P,EMS,NQ-400E400B020E,524.03A,28000,EMS0713P,B,EMSPR4128.1,TUBE,Y,8,1,82.30 X 93.30,
EMSPR4131.1,2024,41,4,140,140,QFN,182817,10/9/2024 19:00,B-A-T-P,P,EMS,NQ-400E400B020E,524.03A,28000,EMS0713P,B,2024-EMS-10-G175,TUBE,Y,8,1,82.30 X 93.30,
EMSPR4131.2,2024,41,4,140,140,QFN,182817,10/9/2024 19:00,B-A-T-P,P,EMS,NQ-400E400B020E,524.03A,28000,EMS0713P,B,EMSPR4131.1,TUBE,Y,8,1,82.30 X 93.30,
EMSPR4131.4,2024,41,4,140,140,QFN,182817,10/9/2024 19:00,B-A-T-P,P,EMS,NQ-400E400B020E,524.03A,28000,EMS0713P,B,EMSPR4131.1,TUBE,Y,8,1,82.30 X 93.30,
EMSPR4131.5,2024,41,4,140,140,QFN,182817,10/9/2024 19:00,B-A-T-P,P,EMS,NQ-400E400B020E,524.03A,23650,EMS0713P,B,EMSPR4131.1,TUBE,Y,8,1,82.30 X 93.30,
EMSPR4131.3,2024,41,4,140,140,QFN,182817,10/9/2024 19:00,B-A-T-P,P,EMS,NQ-400E400B020E,524.03A,28000,EMS0713P,B,EMSPR4131.1,TUBE,Y,8,1,82.30 X 93.30,
EMSPR4287.1,2024,43,6,140,140,QFN,188705,10/25/2024 19:00,B-A,P,EMS,NQ-400E400B020E,524.09A,28000,EMS0700P,B,2024-EMS-11-G030,TUBE,Y,8,1,87.8 X 78.3,
EMSPR4287.2,2024,43,6,140,140,QFN,188705,10/25/2024 19:00,B-A,P,EMS,NQ-400E400B020E,524.09A,28000,EMS0700P,B,2024-EMS-11-G033,TUBE,Y,8,1,87.8 X 78.3,
EMSPR4287.3,2024,43,6,140,140,QFN,188705,10/25/2024 19:00,B-A,P,EMS,NQ-400E400B020E,524.09A,21110,EMS0700P,B,2024-EMS-11-G030,TUBE,Y,8,1,87.8 X 78.3,
EMSPR4288.1,2024,43,6,140,140,QFN,188705,10/25/2024 19:00,B-A,P,EMS,NQ-400E400B020E,524.09A,28000,EMS0700P,B,2024-EMS-11-G033,TUBE,Y,8,1,87.8 X 78.3,
EMSPR4288.2,2024,43,6,140,140,QFN,188705,10/25/2024 19:00,B-A,P,EMS,NQ-400E400B020E,524.09A,28000,EMS0700P,B,2024-EMS-11-G030,TUBE,Y,8,1,87.8 X 78.3,
EMSPR4288.3,2024,43,6,140,140,QFN,188705,10/25/2024 19:00,B-A,P,EMS,NQ-400E400B020E,524.09A,15722,EMS0700P,B,2024-EMS-11-G028,TUBE,Y,8,1,87.8 X 78.3,
EMSPR4289.1,2024,43,7,140,140,QFN,188938,10/26/2024 19:00,B-A,P,EMS,NQ-400E400B020E,524.09A,28000,EMS0700P,B,2024-EMS-11-G036,TUBE,Y,8,1,87.8 X 78.3,
EMSPR4289.2,2024,43,7,140,140,QFN,188938,10/26/2024 19:00,B-A,P,EMS,NQ-400E400B020E,524.09A,28000,EMS0700P,B,2024-EMS-11-G038,TUBE,Y,8,1,87.8 X 78.3,
EMSPR4289.3,2024,43,7,140,140,QFN,188938,10/26/2024 19:00,B-A,P,EMS,NQ-400E400B020E,524.09A,21457,EMS0700P,B,2024-EMS-11-G036,TUBE,Y,8,1,87.8 X 78.3,
EMSPR4153.1,2024,41,4,140,140,QFN,190039,10/9/2024 19:00,G-A,P,EMS,NQ-400E400B020U,139.02A,28000,EMS0905P,A,2024-EMS-10-G123,TUBE,Y,8,1,93.7 X 91.7,
EMSPR4153.3,2024,41,4,140,140,QFN,190039,10/9/2024 19:00,G-A,P,EMS,NQ-400E400B020U,139.02A,28000,EMS0905P,A,2024-EMS-10-G125,TUBE,Y,8,1,93.7 X 91.7,
EMSPR4153.4,2024,41,4,140,140,QFN,190039,10/9/2024 19:00,G-A,P,EMS,NQ-400E400B020U,139.02A,31807,EMS0905P,A,2024-EMS-10-G137,TUBE,Y,8,1,93.7 X 91.7,
EMSPR4153.2,2024,41,4,140,140,QFN,190039,10/9/2024 19:00,G-A,P,EMS,NQ-400E400B020U,139.02A,28000,EMS0905P,A,2024-EMS-10-G125,TUBE,Y,8,1,93.7 X 91.7,
EMSPR4247.1,2024,42,7,140,140,QFN,190038,10/19/2024 19:00,G-A,P,EMS,NQ-400E400B020U,139.02A,28000,EMS0905P,A,2024-EMS-10-G233,TUBE,Y,8,1,93.7 X 91.7,
EMSPR4247.2,2024,42,7,140,140,QFN,190038,10/19/2024 19:00,G-A,P,EMS,NQ-400E400B020U,139.02A,28000,EMS0905P,A,2024-EMS-10-G239,TUBE,Y,8,1,93.7 X 91.7,
EMSPR4247.3,2024,42,7,140,140,QFN,190038,10/19/2024 19:00,G-A,P,EMS,NQ-400E400B020U,139.02A,28000,EMS0905P,A,2024-EMS-10-G241,TUBE,Y,8,1,93.7 X 91.7,
EMSPR4247.4,2024,42,7,140,140,QFN,190038,10/19/2024 19:00,G-A,P,EMS,NQ-400E400B020U,139.02A,31486,EMS0905P,A,2024-EMS-10-G239,TUBE,Y,8,1,93.7 X 91.7,
EMSPR4299.1,2024,43,7,140,140,QFN,190041,10/26/2024 19:00,G-A,P,EMS,NQ-400E400B020U,139.02A,28000,EMS0905P,A,2024-EMS-11-G033,TUBE,Y,8,1,93.7 X 91.7,
EMSPR4299.2,2024,43,7,140,140,QFN,190041,10/26/2024 19:00,G-A,P,EMS,NQ-400E400B020U,139.02A,28000,EMS0905P,A,2024-EMS-11-G038,TUBE,Y,8,1,93.7 X 91.7,
EMSPR4299.3,2024,43,7,140,140,QFN,190041,10/26/2024 19:00,G-A,P,EMS,NQ-400E400B020U,139.02A,28000,EMS0905P,A,2024-EMS-11-G038,TUBE,Y,8,1,93.7 X 91.7,
EMSPR4299.4,2024,43,7,140,140,QFN,190041,10/26/2024 19:00,G-A,P,EMS,NQ-400E400B020U,139.02A,33780,EMS0905P,A,2024-EMS-11-G038,TUBE,Y,8,1,93.7 X 91.7,
EMQPR0428.1,2024,41,5,140,140,QFN,187483,10/10/2024 19:00,G-A,P,EMS,NQ-500E5001020E,521.25A,17600,EMS1116P,A,2024-EMQ-10-G017,TUBE,Y,8,1,58.7 X 98.4,
EMQPR0428.2,2024,41,5,140,140,QFN,187483,10/10/2024 19:00,G-A,P,EMS,NQ-500E5001020E,521.25A,17600,EMS1116P,A,2024-EMQ-10-G017,TUBE,Y,8,1,58.7 X 98.4,
EMQPR0428.3,2024,41,5,140,140,QFN,187483,10/10/2024 19:00,G-A,P,EMS,NQ-500E5001020E,521.25A,17600,EMS1116P,A,2024-EMQ-10-G017,TUBE,Y,8,1,58.7 X 98.4,
EMQPR0428.5,2024,41,5,140,140,QFN,187483,10/10/2024 19:00,G-A,P,EMS,NQ-500E5001020E,521.25A,25011,EMS1116P,A,2024-EMQ-10-G017,TUBE,Y,8,1,58.7 X 98.4,
EMQPR0428.4,2024,41,5,140,140,QFN,187483,10/10/2024 19:00,G-A,P,EMS,NQ-500E5001020E,521.25A,17600,EMS1116P,A,2024-EMQ-10-G017,TUBE,Y,8,1,58.7 X 98.4,
EMQPR0429.1,2024,41,6,140,140,QFN,187483,10/11/2024 19:00,G-A,P,EMS,NQ-500E5001020E,521.25A,17600,EMS1116P,A,2024-EMQ-10-G019,TUBE,Y,8,1,58.7 X 98.4,
EMQPR0429.4,2024,41,6,140,140,QFN,187483,10/11/2024 19:00,G-A,P,EMS,NQ-500E5001020E,521.25A,17600,EMS1116P,A,2024-EMQ-10-G019,TUBE,Y,8,1,58.7 X 98.4,
EMQPR0429.2,2024,41,6,140,140,QFN,187483,10/11/2024 19:00,G-A,P,EMS,NQ-500E5001020E,521.25A,17600,EMS1116P,A,2024-EMQ-10-G019,TUBE,Y,8,1,58.7 X 98.4,
EMQPR0429.3,2024,41,6,140,140,QFN,187483,10/11/2024 19:00,G-A,P,EMS,NQ-500E5001020E,521.25A,17600,EMS1116P,A,2024-EMQ-10-G019,TUBE,Y,8,1,58.7 X 98.4,
EMQPR0429.5,2024,41,6,140,140,QFN,187483,10/11/2024 19:00,G-A,P,EMS,NQ-500E5001020E,521.25A,17591,EMS1116P,A,2024-EMQ-10-G019,TUBE,Y,8,1,58.7 X 98.4,
EMQPR0434.1,2024,41,6,140,140,QFN,188602,10/11/2024 19:00,G-A,P,EMS,NQ-500E5001020E,521.25A,17600,EMS1116P,A,2024-EMQ-10-G020,TUBE,Y,8,1,58.7 X 98.4,
EMQPR0434.4,2024,41,6,140,140,QFN,188602,10/11/2024 19:00,G-A,P,EMS,NQ-500E5001020E,521.25A,17600,EMS1116P,A,2024-EMQ-10-G020,TUBE,Y,8,1,58.7 X 98.4,
EMQPR0434.5,2024,41,6,140,140,QFN,188602,10/11/2024 19:00,G-A,P,EMS,NQ-500E5001020E,521.25A,25219,EMS1116P,A,2024-EMQ-10-G020,TUBE,Y,8,1,58.7 X 98.4,
EMQPR0434.3,2024,41,6,140,140,QFN,188602,10/11/2024 19:00,G-A,P,EMS,NQ-500E5001020E,521.25A,17600,EMS1116P,A,2024-EMQ-10-G020,TUBE,Y,8,1,58.7 X 98.4,
EMQPR0434.2,2024,41,6,140,140,QFN,188602,10/11/2024 19:00,G-A,P,EMS,NQ-500E5001020E,521.25A,17600,EMS1116P,A,2024-EMQ-10-G020,TUBE,Y,8,1,58.7 X 98.4,
EMQPR0435.1,2024,41,7,140,140,QFN,188602,10/12/2024 19:00,G-A,P,EMS,NQ-500E5001020E,521.25A,17600,EMS1116P,A,2024-EMQ-10-G022,TUBE,Y,8,1,58.7 X 98.4,
EMQPR0435.5,2024,41,7,140,140,QFN,188602,10/12/2024 19:00,G-A,P,EMS,NQ-500E5001020E,521.25A,17703,EMS1116P,A,2024-EMQ-10-G022,TUBE,Y,8,1,58.7 X 98.4,
EMQPR0435.2,2024,41,7,140,140,QFN,188602,10/12/2024 19:00,G-A,P,EMS,NQ-500E5001020E,521.25A,17600,EMS1116P,A,2024-EMQ-10-G022,TUBE,Y,8,1,58.7 X 98.4,
EMQPR0435.3,2024,41,7,140,140,QFN,188602,10/12/2024 19:00,G-A,P,EMS,NQ-500E5001020E,521.25A,17600,EMS1116P,A,2024-EMQ-10-G022,TUBE,Y,8,1,58.7 X 98.4,
EMQPR0435.4,2024,41,7,140,140,QFN,188602,10/12/2024 19:00,G-A,P,EMS,NQ-500E5001020E,521.25A,17600,EMS1116P,A,2024-EMQ-10-G022,TUBE,Y,8,1,58.7 X 98.4,
EMQPR0443.1,2024,43,2,140,140,QFN,189366,10/21/2024 19:00,G-A,P,EMS,NQ-500E5001020E,521.25A,17600,EMS1116P,A,2024-EMQ-11-G002,TUBE,Y,8,1,58.7 X 98.4,
EMQPR0443.3,2024,43,2,140,140,QFN,189366,10/21/2024 19:00,G-A,P,EMS,NQ-500E5001020E,521.25A,17600,EMS1116P,A,2024-EMQ-11-G002,TUBE,Y,8,1,58.7 X 98.4,
