lot,start_year,start_week,start_day,assyin_entity_code,original_entity_code,package_type,cust_assy_lot,start_date,flowtype,order_type,cust_code,package_code,product_no,original_start_qty,bom_no,bom_rev,last_oper,assy_pack_type,automotive_flag,wafer_size,die_used,size_type,cancel_flag
ADNPRG543.1,2024,42,2,140,140,QFN,6749360.1,10/14/2024 19:00,B-A,P,ADI,TD-200E200M008K,LT8606ECPC-A2Z,35061,ADI6339P,A,2024-ADN-10-G207,CANISTER,N,8,1,44.3 X 56.3,
ADNPRG074.1,2024,41,2,140,140,QFN,6742958.1,10/7/2024 19:00,B-A,P,ADI,TD-200E200M008K,LT8606ICPC-A0WZ,34419,ADI6349P,A,2024-ADN-10-G117,CANISTER,N,8,1,44.00 X 56.00,
ADNPRF975.1,2024,40,5,140,140,QFN,6742839.1,10/3/2024 19:00,B-A,P,ADI,TD-200E200M008K,LTC4361-1ICPC-A0Z,13233,ADI3671P,A,2024-ADN-10-G087,CANISTER,N,6,1,27.00 X 52.00,
ADNPRH310.1,2024,44,1,140,140,QFN,6761850.1,10/27/2024 19:00,B-A,P,ADI,TD-200E200M008K,LTC4361-1ICPC-A0Z,13079,ADI3671P,A,2024-ADN-11-G072,CANISTER,N,6,1,27.00 X 52.00,
ADNPRG372.1,2024,41,7,140,140,QFN,6742826.1,10/12/2024 19:00,B-A,P,ADI,TD-200E200M008K,LTC6253ICPC-A0Z,27643,ADI3645P,A,2024-ADN-10-G191,CANISTER,N,8,1,28.00 X 52.00,
ADNPRF886.1,2024,40,5,140,140,QFN,6735900.1,10/3/2024 19:00,B-A,P,ADI,TD-200E200M008K,LTC6702ICPC-A0Z,52383,ADI3643P,A,2024-ADN-10-G162,CANISTER,N,6,1,24.00 X 54.00,
ADNPRG606.1,2024,42,4,140,140,QFN,6749333.1,10/16/2024 19:00,B-A,P,ADI,TD-200E300B006K,LT3493ICPC-A0Z,36083,ADI3685P,A,2024-ADN-10-G213,CANISTER,N,6,1,34.00 X 53.00,
ADNPRG651.1,2024,42,6,140,140,QFN,6749353.1,10/18/2024 19:00,B-A,P,ADI,TD-200E300B006K,LT6105HCPC-A0Z,5762,ADI3659P,A,2024-ADN-10-G241,CANISTER,N,6,1,52.00 X 58.00,
ADNPRH513.1,2024,44,4,140,140,QFN,6761732.1,10/30/2024 19:00,B-A,P,ADI,TD-200E300B006K,LT6105ICPC-A0Z,13533,ADI3892P,A,BUFFING,CANISTER,N,6,1,52.00 X 58.00,
ADNPRH288.1,2024,44,1,140,140,QFN,6761794.1,10/27/2024 19:00,B-A,P,ADI,TD-200E300B006K,LTC2941CCPC-A0Z,6286,ADI3634P,A,2024-ADN-11-G072,CANISTER,N,6,1,61.00 X 52.00,
ADNPRG572.1,2024,42,3,140,140,QFN,6749401.1,10/15/2024 19:00,B-A,P,ADI,TD-200E300B006K,LTC2941ICPC-A0Z,31976,ADI3634P,A,2024-ADN-10-G211,CANISTER,N,6,1,61.00 X 52.00,
ADNPRG573.1,2024,42,3,140,140,QFN,6749402.1,10/15/2024 19:00,B-A,P,ADI,TD-200E300B006K,LTC2941ICPC-A0Z,12887,ADI3634P,A,2024-ADN-10-G211,CANISTER,N,6,1,61.00 X 52.00,
ADNPRG574.1,2024,42,3,140,140,QFN,6750951.1,10/15/2024 19:00,B-A,P,ADI,TD-200E300B006K,LTC2941ICPC-A0Z,32043,ADI3634P,A,2024-ADN-10-G217,CANISTER,N,6,1,61.00 X 52.00,
ADNPRH289.1,2024,44,1,140,140,QFN,6761795.1,10/27/2024 19:00,B-A,P,ADI,TD-200E300B006K,LTC2941ICPC-A0Z,12786,ADI3634P,A,2024-ADN-11-G072,CANISTER,N,6,1,61.00 X 52.00,
ADNPRG559.1,2024,42,2,140,140,QFN,6749405.1,10/14/2024 19:00,B-A,P,ADI,TD-200E300B006K,LTC2997HCPC-A0Z,10662,ADI3681P,A,2024-ADN-10-G195,CANISTER,N,6,1,63.00 X 31.00,
ADNPRG568.1,2024,42,3,140,140,QFN,6749419.1,10/15/2024 19:00,B-A,P,ADI,TD-200E300B006K,LTC3543ECPC-A0Z,13867,ADI3656P,A,2024-ADN-10-G211,CANISTER,N,6,1,40.00 X 51.00,
ADNPRH005.1,2024,43,2,140,140,QFN,6755581.1,10/21/2024 19:00,B-A,P,ADI,TD-200E300B006K,LTC3543ECPC-A0Z,7080,ADI3656P,A,2024-ADN-11-G017,CANISTER,N,6,1,40.00 X 51.00,
ADNPRG607.1,2024,42,4,140,140,QFN,6749421.1,10/16/2024 19:00,B-A,P,ADI,TD-200E300B006K,LTC3549ECPC-A0Z,27258,ADI3661P,A,2024-ADN-10-G225,CANISTER,N,6,1,48.00 X 52.00,
ADNPRH126.1,2024,43,5,140,140,QFN,6755580.1,10/24/2024 4:00,B-A,P,ADI,TD-200E300B006K,LTC3549ECPC-A0Z,35395,ADI3661P,A,2024-ADN-11-G056,CANISTER,N,6,1,48.00 X 52.00,
ADNPRH270.1,2024,43,7,140,140,QFN,6761818.1,10/26/2024 19:00,B-A,P,ADI,TD-200E300B006K,LTC3549ECPC-A0Z,17786,ADI3661P,A,2024-ADN-11-G074,CANISTER,N,6,1,48.00 X 52.00,
ADNPRG706.1,2024,42,4,140,140,QFN,6749446.1,10/16/2024 19:00,B-A,P,ADI,TD-200E300B006K,LTC4357CCPC-A0Z,23112,ADI3890P,A,2024-ADN-10-G227,CANISTER,N,6,1,62.00 X 45.00,
ADNPRG707.1,2024,42,4,140,140,QFN,6749447.1,10/16/2024 19:00,B-A,P,ADI,TD-200E300B006K,LTC4357HCPC-A0Z,30747,ADI3890P,A,2024-ADN-10-G223,CANISTER,N,6,1,62.00 X 45.00,
ADNPRH073.1,2024,43,3,140,140,QFN,6755547.1,10/22/2024 19:00,B-A,P,ADI,TD-200E300B006K,LTC4357HCPC-A0Z,23224,ADI3890P,A,2024-ADN-11-G024,CANISTER,N,6,1,62.00 X 45.00,
ADNPRH309.1,2024,44,1,140,140,QFN,6761847.1,10/27/2024 19:00,B-A,P,ADI,TD-200E300B006K,LTC4357HCPC-A0Z,23092,ADI3890P,A,2024-ADN-11-G072,CANISTER,N,6,1,62.00 X 45.00,
ADNPRG779.1,2024,42,7,140,140,QFN,6749449.1,10/19/2024 19:00,B-A,P,ADI,TD-200E300B006K,LTC4359HCPC-A1Z,32120,ADI4505P,A,2024-ADN-11-G017,CANISTER,N,8,1,65.30 X 41.30,
ADNPRH123.1,2024,43,5,140,140,QFN,6755546.1,10/24/2024 19:00,B-A,P,ADI,TD-200E300B006K,LTC4359HCPC-A1Z,31962,ADI4505P,A,2024-ADN-11-G072,CANISTER,N,8,1,65.30 X 41.30,
ADNPRH589.1,2024,44,5,140,140,QFN,6761848.1,10/31/2024 19:00,B-A,P,ADI,TD-200E300B006K,LTC4359HCPC-A1Z,16062,ADI4505P,A,DETAPE,CANISTER,N,8,1,65.30 X 41.30,
ADNPRH510.1,2024,44,4,140,140,QFN,6761849.1,10/30/2024 19:00,B-A,P,ADI,TD-200E300B006K,LTC4359ICPC-A1Z,32151,ADI4505P,A,SEAL-GREEN,CANISTER,N,8,1,65.30 X 41.30,
ADNPRH122.1,2024,43,5,140,140,QFN,6755535.1,10/24/2024 19:00,B-A,P,ADI,TD-200E300B006K,LTC6993-4CCPC-A0Z,21735,ADI3636P,A,2024-ADN-11-G065,CANISTER,N,6,1,58.00 X 36.00,
ADNPRG244.1,2024,41,3,140,140,QFN,6742820.1,10/8/2024 19:00,B-A,P,ADI,TD-200E300B006K,LTC6993-4CCPC-A1Z,17750,ADI3706P,A,2024-ADN-10-G150,CANISTER,N,8,1,58.30 X 36.30,
ADNPRG860.1,2024,42,7,140,140,QFN,6755534.1,10/19/2024 19:00,B-A,P,ADI,TD-200E300B006K,LTC6994-2ICPC-A1Z,20361,ADI5770P,A,2024-ADN-11-G017,CANISTER,N,8,1,58.3 X 36.3,
ADNPRF905.1,2024,40,6,140,140,QFN,6735904.1,10/4/2024 19:00,B-A,P,ADI,TD-200E300B006K,LTC6995-1CCPC-A0Z,19145,ADI3673P,A,2024-ADN-10-G087,CANISTER,N,6,1,58.00 X 36.00,
ADNPRG373.1,2024,41,6,140,140,QFN,6742818.1,10/11/2024 19:00,B-A,P,ADI,TD-200E300B006K,LTC6995-1CCPC-A0Z,31811,ADI3673P,A,2024-ADN-10-G178,CANISTER,N,6,1,58.00 X 36.00,
ADNPRG374.1,2024,41,6,140,140,QFN,6742819.1,10/11/2024 19:00,B-A,P,ADI,TD-200E300B006K,LTC6995-1CCPC-A0Z,20913,ADI3673P,A,2024-ADN-10-G187,CANISTER,N,6,1,58.00 X 36.00,
ADNPRH133.1,2024,43,6,140,140,QFN,6755532.1,10/25/2024 19:00,B-A,P,ADI,TD-200E300B006K,LTC6995-1CCPC-A0Z,32000,ADI3673P,A,2024-ADN-11-G072,CANISTER,N,6,1,58.00 X 36.00,
ADNPRH134.1,2024,43,6,140,140,QFN,6755533.1,10/25/2024 19:00,B-A,P,ADI,TD-200E300B006K,LTC6995-1CCPC-A0Z,21614,ADI3673P,A,2024-ADN-11-G072,CANISTER,N,6,1,58.00 X 36.00,
ADNPRG463.1,2024,41,7,140,140,QFN,6749338.1,10/12/2024 19:00,B-A,P,ADI,TD-200E300M008K,LT3663-33ECPC-A0Z,7319,ADI5434P,B,2024-ADN-10-G190,CANISTER,N,6,1,65.00 X 41.00,
ADNPRH205.1,2024,43,6,140,140,QFN,6761733.1,10/25/2024 19:00,B-A,P,ADI,TD-200E300M008K,LT6108-2HCPC-A0Z,13806,ADI4569P,A,2024-ADN-11-G074,CANISTER,N,6,1,58.00 X 53.00,
ADNPRF819.1,2024,40,4,140,140,QFN,6735723.1,10/2/2024 19:00,B-A,P,ADI,TD-200E300M008K,LT6108-2ICPC-A0Z,13797,ADI4569P,A,2024-ADN-10-G078,CANISTER,N,6,1,58.00 X 53.00,
ADNPRG900.1,2024,43,1,140,140,QFN,6755663.1,10/20/2024 19:00,B-A,P,ADI,TD-200E300M008K,LT6108-2ICPC-A0Z,13792,ADI4569P,A,2024-ADN-11-G004,CANISTER,N,6,1,58.00 X 53.00,
ADNPRF820.1,2024,40,4,140,140,QFN,6735833.1,10/2/2024 19:00,B-A,P,ADI,TD-200E300M008K,LTC3538ECPC-A0Z,4969,ADI6243P,A,2024-ADN-10-G080,CANISTER,N,6,1,65.00 X 53.00,
ADNPRG161.1,2024,41,4,140,140,QFN,6742874.1,10/9/2024 19:00,B-A,P,ADI,TD-200E300M008K,LTC3538ECPC-A0Z,5302,ADI6243P,A,2024-ADN-10-G174,CANISTER,N,6,1,65.00 X 53.00,
ADNPRG647.1,2024,42,6,140,140,QFN,6749418.1,10/18/2024 19:00,B-A,P,ADI,TD-200E300M008K,LTC3538ECPC-A0Z,10347,ADI6243P,A,2024-ADN-10-G241,CANISTER,N,6,1,65.00 X 53.00,
ADNPRG883.1,2024,43,1,140,140,QFN,6755583.1,10/20/2024 19:00,B-A,P,ADI,TD-200E300M008K,LTC3538ECPC-A0Z,10271,ADI6243P,A,2024-ADN-10-G258,CANISTER,N,6,1,65.00 X 53.00,
ADNPRG881.1,2024,43,1,140,140,QFN,6755582.1,10/20/2024 19:00,B-A,P,ADI,TD-200E300M008K,LTC3539ECPC-A0Z,14899,ADI4675P,A,2024-ADN-10-G243,CANISTER,N,6,1,51.00 X 53.00,
ADNPRH207.1,2024,43,6,140,140,QFN,6761817.1,10/25/2024 19:00,B-A,P,ADI,TD-200E300M008K,LTC3539ECPC-A0Z,7666,ADI4675P,A,2024-ADN-11-G065,CANISTER,N,6,1,51.00 X 53.00,
ADNPRG160.1,2024,41,4,140,140,QFN,6742833.1,10/9/2024 19:00,B-A,P,ADI,TD-200E300M008K,LTC4449ECPC-A0Z,21929,ADI4571P,A,2024-ADN-10-G162,CANISTER,N,6,1,53.00 X 52.00,
ADNPRG648.1,2024,42,6,140,140,QFN,6749456.1,10/18/2024 19:00,B-A,P,ADI,TD-200E300M008K,LTC4449ECPC-A0Z,23026,ADI4571P,A,2024-ADN-10-G243,CANISTER,N,6,1,53.00 X 52.00,
ADNPRG907.1,2024,43,1,140,140,QFN,6755538.1,10/20/2024 19:00,B-A,P,ADI,TD-200E300M008K,LTC6363HCPC-A0Z,13869,ADI4582P,B,2024-ADN-11-G017,CANISTER,N,8,1,64.00 X 39.00,
ADNPRH208.1,2024,43,6,140,140,QFN,6761863.1,10/25/2024 19:00,B-A,P,ADI,TD-200E300M008K,LTC6930-419HCPC-A0Z,10023,ADI5277P,A,2024-ADN-11-G072,CANISTER,N,6,1,42.00 X 52.00,
ADNPRG159.1,2024,41,3,140,140,QFN,6742821.1,10/8/2024 19:00,B-A,P,ADI,TD-200E300M008K,LTC6930-737ICPC-A0Z,20138,ADI5102P,A,2024-ADN-10-G125,CANISTER,N,6,1,42.00 X 52.00,
ADNPRG176.1,2024,41,3,140,140,QFN,6742823.1,10/8/2024 19:00,B-A,P,ADI,TD-200E300M008K,LTC6930-737ICPC-A0Z,10093,ADI5102P,A,2024-ADN-10-G124,CANISTER,N,6,1,42.00 X 52.00,
ADNPRG181.1,2024,41,4,140,140,QFN,6742822.1,10/9/2024 19:00,B-A,P,ADI,TD-200E300M008K,LTC6930-737ICPC-A0Z,30240,ADI5102P,A,2024-ADN-10-G146,CANISTER,N,6,1,42.00 X 52.00,
ADNPRF821.1,2024,40,4,140,140,QFN,6735690.1,10/2/2024 19:00,B-A,P,ADI,TD-300E200B008K,LT3470AICPC-A0Z,16816,ADI3716P,A,2024-ADN-10-G078,CANISTER,N,6,1,27.00 X 90.00,
ADNPRG891.1,2024,43,1,140,140,QFN,6755682.1,10/20/2024 19:00,B-A,P,ADI,TD-300E200B008K,LT3470ICPC-A0Z,32330,ADI5108P,A,2024-ADN-10-G247,CANISTER,N,6,1,23.00 X 83.00,
ADNPRH295.1,2024,44,1,140,140,QFN,6761710.1,10/27/2024 19:00,B-A,P,ADI,TD-300E200B008K,LT3470ICPC-A0Z,35417,ADI5108P,A,Awaiting,CANISTER,N,6,1,23.00 X 83.00,
ADNPRG936.1,2024,43,2,140,140,QFN,6755679.1,10/21/2024 19:00,B-A,P,ADI,TD-300E200B008K,LT3494AECPC-A0Z,26854,ADI6577P,A,2024-ADN-11-G017,CANISTER,N,6,1,22.00 X 74.00,
ADNPRG020.1,2024,41,1,140,140,QFN,6742991.1,10/6/2024 19:00,B-A,P,ADI,TD-300E200B008K,LT3494ECPC-A0Z,26873,ADI3572P,B,2024-ADN-10-G117,CANISTER,N,6,1,22.00 X 74.00,
ADNPRF836.1,2024,40,4,140,140,QFN,6735718.1,10/2/2024 19:00,B-A,P,ADI,TD-300E200B008K,LT5537ECPC-A0Z,12167,ADI4502P,A,2024-ADN-10-G078,CANISTER,N,6,1,23.00 X 54.00,
ADNPRG776.1,2024,42,5,140,140,QFN,6749398.1,10/17/2024 19:00,B-A,P,ADI,TD-300E200B008K,LTC2905CCPC-A0Z,24368,ADI3736P,A,2024-ADN-10-G241,CANISTER,N,6,1,23.00 X 83.00,
ADNPRG011.1,2024,40,7,140,140,QFN,6742891.1,10/5/2024 19:00,B-A,P,ADI,TD-300E200B008K,LTC2912-1HCPC-A0Z,23969,ADI4511P,A,2024-ADN-10-G106,CANISTER,N,6,1,23.00 X 83.00,
ADNPRF838.1,2024,40,4,140,140,QFN,6735810.1,10/2/2024 19:00,B-A,P,ADI,TD-300E200B008K,LTC2950-1CCPC-A0Z,10882,ADI4514P,A,2024-ADN-10-G078,CANISTER,N,6,1,23.00 X 83.00,
ADNPRG010.1,2024,40,7,140,140,QFN,6742888.1,10/5/2024 19:00,B-A,P,ADI,TD-300E200B008K,LTC2954-1CCPC-A0Z,11402,ADI4931P,A,2024-ADN-10-G125,CANISTER,N,6,1,23.00 X 83.00,
ADNPRF839.1,2024,40,4,140,140,QFN,6735879.1,10/2/2024 19:00,B-A,P,ADI,TD-300E200B008K,LTC4354ICPC-A0Z,11790,ADI4509P,A,2024-ADN-10-G078,CANISTER,N,6,1,23.00 X 83.00,
ADNPRG022.1,2024,41,2,140,140,QFN,6742840.1,10/7/2024 19:00,B-A,P,ADI,TD-300E200B008K,LTC4354ICPC-A0Z,11296,ADI4509P,A,2024-ADN-10-G124,CANISTER,N,6,1,23.00 X 83.00,
ADNPRG919.1,2024,43,1,140,140,QFN,6755545.1,10/20/2024 19:00,B-A,P,ADI,TD-300E200B008K,LTC4365-1HCPC-A0Z,8506,ADI4259P,B,2024-ADN-10-G251,CANISTER,N,6,1,28.00 X 83.00,
ADNPRF904.1,2024,40,6,140,140,QFN,6735880.1,10/4/2024 19:00,B-A,P,ADI,TD-300E200B008K,LTC4365CCPC-A1Z,18322,ADI5508P,A,2024-ADN-10-G088,CANISTER,N,8,1,28.3 X 83.3,
ADNPRG780.1,2024,42,7,140,140,QFN,6749450.1,10/19/2024 19:00,B-A,P,ADI,TD-300E200B008K,LTC4366-1CCPC-A0Z,21320,ADI6509P,A,2024-ADN-11-G017,CANISTER,N,6,1,23.00 X 66.00,
ADNPRH594.1,2024,44,5,140,140,QFN,6767372.1,10/31/2024 19:00,B-A,P,ADI,TD-300E200B010K,LT3495B-1ECPC-A0Z,34996,ADI5559P,A,SEAL-GREEN,CANISTER,N,6,1,26.00 X 94.00,
ADNPRH044.1,2024,43,3,140,140,QFN,6755670.1,10/22/2024 19:00,B-A,P,ADI,TD-300E200B010K,LT3592ECPC-A0Z,10119,ADI5433P,A,2024-ADN-11-G024,CANISTER,N,6,1,34.00 X 59.00,
ADNPRG649.1,2024,42,6,140,140,QFN,6749342.1,10/18/2024 19:00,B-A,P,ADI,TD-300E200B010K,LT3970-33ECPC-A0Z,8364,ADI4946P,C,2024-ADN-10-G241,CANISTER,N,6,1,28.00 X 91.00,
ADNPRG650.1,2024,42,6,140,140,QFN,6749343.1,10/18/2024 19:00,B-A,P,ADI,TD-300E200B010K,LT3970-33ECPC-A0Z,8331,ADI4946P,C,2024-ADN-10-G241,CANISTER,N,6,1,28.00 X 91.00,
ADNPRG371.1,2024,41,5,140,140,QFN,6742980.1,10/10/2024 19:00,B-A,P,ADI,TD-300E200B010K,LT3970ICPC-A0Z,15540,ADI5729P,B,2024-ADN-10-G166,CANISTER,N,6,1,28.00 X 91.00,
ADNPRH043.1,2024,43,3,140,140,QFN,6755608.1,10/22/2024 19:00,B-A,P,ADI,TD-300E200B010K,LTC2955-1CCPC-A0Z,12647,ADI5674P,A,2024-ADN-11-G034,CANISTER,N,6,1,27.00 X 66.00,
ADNPRH269.1,2024,43,7,140,140,QFN,6761796.1,10/26/2024 19:00,B-A,P,ADI,TD-300E200B010K,LTC2955-1ICPC-A0Z,12606,ADI5674P,A,Awaiting,CANISTER,N,6,1,27.00 X 66.00,
ADNPRG285.1,2024,41,5,140,140,QFN,6742887.1,10/10/2024 19:00,B-A,P,ADI,TD-300E200B010K,LTC2955-2CCPC-A0Z,38108,ADI5520P,A,2024-ADN-10-G174,CANISTER,N,6,1,27.00 X 66.00,
ADNPRG703.1,2024,42,6,140,140,QFN,6749403.1,10/18/2024 19:00,B-A,P,ADI,TD-300E200B010K,LTC2955-2CCPC-A0Z,25173,ADI5520P,A,2024-ADN-10-G243,CANISTER,N,6,1,27.00 X 66.00,
ADNPRG284.1,2024,41,5,140,140,QFN,6742886.1,10/10/2024 19:00,B-A,P,ADI,TD-300E200B010K,LTC2955-2ICPC-A0Z,12707,ADI5520P,A,2024-ADN-10-G178,CANISTER,N,6,1,27.00 X 66.00,
ADNPRG704.1,2024,42,6,140,140,QFN,6749404.1,10/18/2024 19:00,B-A,P,ADI,TD-300E200B010K,LTC2955-2ICPC-A0Z,12720,ADI5520P,A,2024-ADN-10-G243,CANISTER,N,6,1,27.00 X 66.00,
ADNPRH042.1,2024,43,3,140,140,QFN,6755591.1,10/22/2024 19:00,B-A,P,ADI,TD-300E200B010K,LTC3225ECPC-A0Z,21074,ADI4515P,A,2024-ADN-11-G034,CANISTER,N,6,1,25.00 X 79.00,
ADNPRF888.1,2024,40,6,140,140,QFN,6735654.1,10/4/2024 19:00,B-A,P,ADI,TD-300E300B008K,LT1490AICPC-A0Z,24901,ADI5978P,A,2024-ADN-10-G094,TUBE,N,6,1,56.00 X 77.00,
ADNPRF902.1,2024,40,6,140,140,QFN,6735653.1,10/4/2024 19:00,B-A,P,ADI,TD-300E300B008K,LT1490AICPC-A0Z,45161,ADI5978P,A,2024-ADN-10-G099,TUBE,N,6,1,56.00 X 77.00,
ADNPRH150.1,2024,43,5,140,140,QFN,6758778.1,10/24/2024 19:00,B-A,P,ADI,TD-300E300B008K,LT1804ICPC-A0Z,5635,ADI6139P,A,2024-ADN-11-G072,TUBE,N,6,1,62.00 X 59.00,
