lot,start_year,start_week,start_day,assyin_entity_code,original_entity_code,package_type,cust_assy_lot,start_date,flowtype,order_type,cust_code,package_code,product_no,original_start_qty,bom_no,bom_rev,last_oper,assy_pack_type,automotive_flag,wafer_size,die_used,size_type,cancel_flag
A5NER0069.1,2024,44,5,120,120,QFN,6765835.1,10/31/2024 19:00,B-A,E,ADI,GS-30P230016CAN,ADL6346-ABS062789-ENG-1-A,200,ADI1592E,A,MLASER-T,CANISTER,N,8,"1,1","64.2 X 50.4,29.9 X 48.8",
A5NER0070.1,2024,44,5,120,120,QFN,6765836.1,10/31/2024 19:00,B-A,E,ADI,GS-30P230016CAN,ADL6346-ABS062790-ENG-1-A,250,ADI1593E,A,MLASER-T,CANISTER,N,8,"1,1","64.2 X 50.4,29.9 X 48.8",
ADNFRF932.3,2024,40,5,120,120,QFN,6736345.1,10/3/2024 19:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0BZ,10549,ADI6537P,A,2024-ADN-10-G112,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRF932.2,2024,40,5,120,120,QFN,6736345.1,10/3/2024 19:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0BZ,10080,ADI6537P,A,2024-ADN-10-G112,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRF932.1,2024,40,5,120,120,QFN,6736345.1,10/3/2024 19:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0BZ,10080,ADI6537P,A,2024-ADN-10-G112,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRF933.1,2024,40,6,120,120,QFN,6736347.1,10/4/2024 19:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0BZ,10080,ADI6537P,A,2024-ADN-10-G115,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRF933.2,2024,40,6,120,120,QFN,6736347.1,10/4/2024 19:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0BZ,11710,ADI6537P,A,2024-ADN-10-G115,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRG201.1,2024,41,4,120,120,QFN,6744594.1,10/9/2024 19:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0BZ,10080,ADI6537P,A,2024-ADN-10-G196,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRG201.2,2024,41,4,120,120,QFN,6744594.1,10/9/2024 19:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0BZ,10080,ADI6537P,A,2024-ADN-10-G196,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRG201.3,2024,41,4,120,120,QFN,6744594.1,10/9/2024 19:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0BZ,11750,ADI6537P,A,2024-ADN-10-G196,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRH000.2,2024,43,2,120,120,QFN,6751601.1,10/21/2024 19:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0BZ,10080,ADI6537P,A,2024-ADN-11-G073,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRH000.3,2024,43,2,120,120,QFN,6751601.1,10/21/2024 19:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0BZ,10944,ADI6537P,A,2024-ADN-11-G073,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRH000.1,2024,43,2,120,120,QFN,6751601.1,10/21/2024 19:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0BZ,10080,ADI6537P,A,2024-ADN-11-G073,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRH001.1,2024,43,2,120,120,QFN,6751603.1,10/21/2024 19:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0BZ,10713,ADI6537P,A,2024-ADN-11-G075,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRF934.1,2024,40,5,120,120,QFN,6736314.1,10/3/2024 19:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0Z,5905,ADI6527P,A,2024-ADN-10-G112,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRF936.2,2024,40,7,120,120,QFN,6736312.1,10/5/2024 19:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0Z,10080,ADI6527P,A,2024-ADN-10-G147,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRF936.1,2024,40,7,120,120,QFN,6736312.1,10/5/2024 19:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0Z,10080,ADI6527P,A,2024-ADN-10-G147,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRF936.3,2024,40,7,120,120,QFN,6736312.1,10/5/2024 19:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0Z,14956,ADI6527P,A,2024-ADN-10-G147,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRF937.1,2024,40,7,120,120,QFN,6736349.1,10/5/2024 19:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0Z,5955,ADI6527P,A,2024-ADN-10-G147,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRF938.1,2024,40,7,120,120,QFN,6736351.1,10/5/2024 19:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0Z,5542,ADI6527P,A,2024-ADN-10-G147,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRF939.1,2024,40,7,120,120,QFN,6736353.1,10/5/2024 19:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0Z,5992,ADI6527P,A,2024-ADN-10-G115,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRG204.1,2024,41,4,120,120,QFN,6744596.1,10/9/2024 19:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0Z,5884,ADI6527P,A,2024-ADN-10-G194,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRG960.1,2024,42,7,120,120,QFN,6750580.1,10/19/2024 19:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0Z,10080,ADI6527P,A,PACK-TRAY,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRG960.2,2024,42,7,120,120,QFN,6750580.1,10/19/2024 19:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0Z,10080,ADI6527P,A,PNP,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRG960.4,2024,42,7,120,120,QFN,6750580.1,10/19/2024 19:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0Z,5562,ADI6527P,A,PACK-TRAY,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRG960.3,2024,42,7,120,120,QFN,6750580.1,10/19/2024 19:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0Z,10080,ADI6527P,A,PNP,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRG961.1,2024,42,7,120,120,QFN,6750582.1,10/19/2024 19:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0Z,6031,ADI6527P,A,PACK-TRAY,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRG962.4,2024,43,1,120,120,QFN,6750578.1,10/19/2024 20:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0Z,5485,ADI6527P,A,Awaiting,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRG962.2,2024,43,1,120,120,QFN,6750578.1,10/19/2024 20:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0Z,10080,ADI6527P,A,Awaiting,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRG962.1,2024,43,1,120,120,QFN,6750578.1,10/19/2024 20:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0Z,10080,ADI6527P,A,Awaiting,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNFRG962.3,2024,43,1,120,120,QFN,6750578.1,10/19/2024 20:00,B-A,F,ADI,GS-50P250032UAN,ADL6337ACRC-A0Z,10080,ADI6527P,A,Awaiting,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADNPRF935.1,2024,40,6,120,120,QFN,6736310.1,10/4/2024 19:00,B-A,P,ADI,GS-50P250032UAN,ADL6337ACRC-A0Z,11896,ADI6527P,A,2024-ADN-10-G142,TRAY,N,8,"1,1","27.2 X 46.8,109.00 X 61.00",
ADCBR0008.1,2024,41,6,120,120,QFN,6750064.1,10/11/2024 19:00,B-A,B,ADI,MQ-700S7001048K,ADRF8820-ABS062401-ENG-1-A,400,ADI1563E,B,2024-ADC-10-G001,TRAY,Y,12,"1,1","57.1 X 91.1,151.3 X 143.7",
ADNFRF895.2,2024,40,5,120,120,QFN,6725960.1,10/3/2024 19:00,B-A,F,ADI,NQ-C00EC00B088U,ADSP1801BCPC-AN300WZ,3990,ADI7799P,A,2024-ADN-11-G057,TRAY,Y,12,1,146.00 X 146.00,
ADNFRF895.1,2024,40,5,120,120,QFN,6725960.1,10/3/2024 19:00,B-A,F,ADI,NQ-C00EC00B088U,ADSP1801BCPC-AN300WZ,3000,ADI7799P,A,2024-ADN-11-G057,TRAY,Y,12,1,146.00 X 146.00,
ADNFRF894.1,2024,40,5,120,120,QFN,6725959.1,10/3/2024 19:00,B-A,F,ADI,NQ-C00EC00B088U,ADSP1801BCPC-AN350WZ,3402,ADI7798P,A,2024-ADN-11-G060,TRAY,Y,12,1,146.00 X 146.00,
ADNFRF878.1,2024,40,5,120,120,QFN,6725958.1,10/3/2024 19:00,B-A,F,ADI,NQ-C00EC00B088U,ADSP1801BCPC-AN400WZ,3882,ADI7793P,A,2024-ADN-11-G057,TRAY,Y,12,1,146.00 X 146.00,
ADNFRF887.3,2024,40,5,120,120,QFN,6725957.1,10/3/2024 19:00,B-A,F,ADI,NQ-C00EC00B088U,ADSP1802BCPC-AN400WZ,1741,ADI7794P,A,2024-ADN-11-G060,TRAY,Y,12,1,146.00 X 146.00,
ADNFRF887.1,2024,40,5,120,120,QFN,6725957.1,10/3/2024 19:00,B-A,F,ADI,NQ-C00EC00B088U,ADSP1802BCPC-AN400WZ,3000,ADI7794P,A,2024-ADN-11-G060,TRAY,Y,12,1,146.00 X 146.00,
ADNFRF887.2,2024,40,5,120,120,QFN,6725957.1,10/3/2024 19:00,B-A,F,ADI,NQ-C00EC00B088U,ADSP1802BCPC-AN400WZ,3000,ADI7794P,A,2024-ADN-11-G060,TRAY,Y,12,1,146.00 X 146.00,
ADNFRH365.2,2024,44,3,120,120,QFN,6755701.1,10/29/2024 19:00,B-A,F,ADI,NQ-C00EC00B088U,ADSP1802KCPC-A0400Z,1763,ADI7727P,B,PLASMA-ST,TRAY,N,12,1,146.00 X 146.00,
ADNFRH365.1,2024,44,3,120,120,QFN,6755701.1,10/29/2024 19:00,B-A,F,ADI,NQ-C00EC00B088U,ADSP1802KCPC-A0400Z,3000,ADI7727P,B,PLASMA-ST,TRAY,N,12,1,146.00 X 146.00,
ADNFRH366.1,2024,44,3,120,120,QFN,6757389.1,10/29/2024 19:00,B-A,F,ADI,NQ-C00EC00B088U,ADSP1802KCPC-A0400Z,3000,ADI7727P,B,PLASMA-ST,TRAY,N,12,1,146.00 X 146.00,
ADNFRH366.3,2024,44,3,120,120,QFN,6757389.1,10/29/2024 19:00,B-A,F,ADI,NQ-C00EC00B088U,ADSP1802KCPC-A0400Z,3526,ADI7727P,B,PLASMA-ST,TRAY,N,12,1,146.00 X 146.00,
ADNFRH366.2,2024,44,3,120,120,QFN,6757389.1,10/29/2024 19:00,B-A,F,ADI,NQ-C00EC00B088U,ADSP1802KCPC-A0400Z,3000,ADI7727P,B,PLASMA-ST,TRAY,N,12,1,146.00 X 146.00,
ADNFRH367.1,2024,44,3,120,120,QFN,6757390.1,10/29/2024 19:00,B-A,F,ADI,NQ-C00EC00B088U,ADSP1802KCPC-A0400Z,3000,ADI7727P,B,PLASMA-ST,TRAY,N,12,1,146.00 X 146.00,
ADNFRH367.2,2024,44,3,120,120,QFN,6757390.1,10/29/2024 19:00,B-A,F,ADI,NQ-C00EC00B088U,ADSP1802KCPC-A0400Z,1763,ADI7727P,B,W/B-ROV,TRAY,N,12,1,146.00 X 146.00,
ADNPRG455.1,2024,42,2,120,120,QFN,6749337.1,10/14/2024 19:00,B-A,P,ADI,TD-200E200B006K,LT3593ECPC-A0Z,9314,ADI6730P,A,2024-ADN-10-G242,CANISTER,N,6,1,32.00 X 64.00,
ADNPRF754.1,2024,40,4,120,120,QFN,6735813.1,10/2/2024 19:00,B-A,P,ADI,TD-200E200B006K,LTC3025-1ECPC-A0Z,36433,ADI6672P,A,2024-ADN-10-G096,CANISTER,N,6,1,24.00 X 54.00,
ADNPRH252.1,2024,44,2,120,120,QFN,6761797.1,10/28/2024 19:00,B-A,P,ADI,TD-200E200B006K,LTC3025-1ECPC-A0Z,36097,ADI6672P,A,2024-ADN-11-G067,CANISTER,N,6,1,24.00 X 54.00,
ADNPRH507.1,2024,44,4,120,120,QFN,6761798.1,10/30/2024 19:00,B-A,P,ADI,TD-200E200B006K,LTC3025-1ECPC-A0Z,36127,ADI6672P,A,MATT-TIN,CANISTER,N,6,1,24.00 X 54.00,
ADNPRG852.1,2024,43,1,120,120,QFN,6755556.1,10/20/2024 19:00,B-A,P,ADI,TD-200E200B006K,LTC4065L-41ECPC-A0Z,17014,ADI7048P,A,2024-ADN-10-G254,CANISTER,N,6,1,24.00 X 54.00,
ADNPRH068.1,2024,43,4,120,120,QFN,6753968.1,10/23/2024 19:00,B-A,P,ADI,TD-200E200B006K,LTC6226ICPC-A0Z,23350,ADI5232P,B,2024-ADN-11-G046,CANISTER,N,8,1,29.0 X 59.0,
ADNPRG076.1,2024,40,7,120,120,QFN,6725949.1,10/5/2024 19:00,B-A,P,ADI,TD-200E200B008C,LTC5596HCPC-A0Z,14881,ADI1937P,D,2024-ADN-10-G123,CANISTER,N,8,1,47.00 X 59.00,
ADNPRG077.1,2024,40,7,120,120,QFN,6735889.1,10/5/2024 19:00,B-A,P,ADI,TD-200E200B008C,LTC5596ICPC-A0Z,14279,ADI1937P,D,2024-ADN-10-G126,CANISTER,N,8,1,47.00 X 59.00,
ADNPRG078.1,2024,40,7,120,120,QFN,6735890.1,10/5/2024 19:00,B-A,P,ADI,TD-200E200B008C,LTC5596ICPC-A0Z,14928,ADI1937P,D,2024-ADN-10-G126,CANISTER,N,8,1,47.00 X 59.00,
ADNPRH069.1,2024,43,3,120,120,QFN,6755693.1,10/22/2024 19:00,B-A,P,ADI,TD-200E200M008K,LT3060ICPC-A07WZ,12475,ADI4146P,B,2024-ADN-11-G073,CANISTER,Y,6,1,29.00 X 59.00,
ADNPRG148.1,2024,41,3,120,120,QFN,6742997.1,10/8/2024 19:00,B-A,P,ADI,TD-200E200M008P,LT3048ECPC-A0Z,48824,ADI0933P,D,2024-ADN-10-G138,CANISTER,N,6,1,41.00 X 54.00,
ADNPRH330.1,2024,44,1,120,120,QFN,6761706.1,10/27/2024 19:00,B-A,P,ADI,TD-200E200M008P,LT3048ECPC-A0Z,36703,ADI0933P,D,WATER-JET,CANISTER,N,6,1,41.00 X 54.00,
ADNPRH331.1,2024,44,1,120,120,QFN,6761707.1,10/27/2024 19:00,B-A,P,ADI,TD-200E200M008P,LT3048ECPC-A0Z,53553,ADI0933P,D,SINGULATE,CANISTER,N,6,1,41.00 X 54.00,
ADNPRH579.1,2024,44,5,120,120,QFN,6761734.1,10/31/2024 19:00,B-A,P,ADI,TD-200E300B006K,LT6700-1MPCPC-A0Z,12219,ADI6390P,A,PKG-CU-6H,CANISTER,N,6,1,58.00 X 32.00,
ADNPRG848.1,2024,42,7,120,120,QFN,6749326.1,10/19/2024 19:00,B-A,P,ADI,TD-200E300M008A,LT3062ECPC-A0Z,8182,ADI0193P,E,2024-ADN-11-G016,CANISTER,N,6,1,43.00 X 59.00,
ADNPRG108.1,2024,41,3,120,120,QFN,6742921.1,10/8/2024 19:00,B-A,P,ADI,TD-300E2001010K,LT8672ICSC-A0WZ,42703,ADI1962P,G,2024-ADN-10-G135,CANISTER,Y,8,1,44.3 X 68.1,
ADNPRG109.1,2024,41,3,120,120,QFN,6742922.1,10/8/2024 19:00,B-A,P,ADI,TD-300E2001010K,LT8672ICSC-A0WZ,28528,ADI1962P,G,2024-ADN-10-G137,CANISTER,Y,8,1,44.3 X 68.1,
ADNPRG429.1,2024,42,2,120,120,QFN,6749367.1,10/14/2024 19:00,B-A,P,ADI,TD-300E2001010K,LT8672ICSC-A0WZ,42675,ADI1962P,G,2024-ADN-10-G176,CANISTER,Y,8,1,44.3 X 68.1,
ADNPRG430.1,2024,42,2,120,120,QFN,6749368.1,10/14/2024 19:00,B-A,P,ADI,TD-300E2001010K,LT8672ICSC-A0WZ,28456,ADI1962P,G,2024-ADN-10-G176,CANISTER,Y,8,1,44.3 X 68.1,
ADNPRH006.1,2024,43,3,120,120,QFN,6755643.1,10/22/2024 19:00,B-A,P,ADI,TD-300E2001010K,LT8672ICSC-A0WZ,42586,ADI1962P,G,2024-ADN-11-G035,CANISTER,Y,8,1,44.3 X 68.1,
ADNPRH007.1,2024,43,3,120,120,QFN,6755644.1,10/22/2024 19:00,B-A,P,ADI,TD-300E2001010K,LT8672ICSC-A0WZ,42615,ADI1962P,G,2024-ADN-11-G060,CANISTER,Y,8,1,44.3 X 68.1,
ADNPRH008.1,2024,43,3,120,120,QFN,6755645.1,10/22/2024 19:00,B-A,P,ADI,TD-300E2001010K,LT8672ICSC-A0WZ,28480,ADI1962P,G,2024-ADN-11-G041,CANISTER,Y,8,1,44.3 X 68.1,
ADNPRG105.1,2024,41,2,120,120,QFN,6742918.1,10/7/2024 19:00,B-A,P,ADI,TD-300E2001010K,LT8672JCSC-A0WZ,42899,ADI1962P,G,2024-ADN-10-G130,CANISTER,Y,8,1,44.3 X 68.1,
ADNPRG106.1,2024,41,2,120,120,QFN,6742919.1,10/7/2024 19:00,B-A,P,ADI,TD-300E2001010K,LT8672JCSC-A0WZ,42868,ADI1962P,G,2024-ADN-10-G134,CANISTER,Y,8,1,44.3 X 68.1,
ADNPRG107.1,2024,41,2,120,120,QFN,6742920.1,10/7/2024 19:00,B-A,P,ADI,TD-300E2001010K,LT8672JCSC-A0WZ,28560,ADI1962P,G,2024-ADN-10-G141,CANISTER,Y,8,1,44.3 X 68.1,
ADNPRG539.1,2024,42,2,120,120,QFN,6749369.1,10/14/2024 19:00,B-A,P,ADI,TD-300E2001010K,LT8672JCSC-A0WZ,28490,ADI1962P,G,2024-ADN-10-G176,CANISTER,Y,8,1,44.3 X 68.1,
ADNPRG540.1,2024,42,2,120,120,QFN,6749370.1,10/14/2024 19:00,B-A,P,ADI,TD-300E2001010K,LT8672JCSC-A0WZ,42844,ADI1962P,G,2024-ADN-10-G186,CANISTER,Y,8,1,44.3 X 68.1,
ADNPRG541.1,2024,42,2,120,120,QFN,6749371.1,10/14/2024 19:00,B-A,P,ADI,TD-300E2001010K,LT8672JCSC-A0WZ,28275,ADI1962P,G,2024-ADN-10-G197,CANISTER,Y,8,1,44.3 X 68.1,
ADNPRG833.1,2024,43,1,120,120,QFN,6755633.1,10/20/2024 19:00,B-A,P,ADI,TD-300E2001010K,LT8672JCSC-A0WZ,42050,ADI1962P,G,2024-ADN-10-G234,CANISTER,Y,8,1,44.3 X 68.1,
ADNPRG834.1,2024,43,1,120,120,QFN,6755634.1,10/20/2024 19:00,B-A,P,ADI,TD-300E2001010K,LT8672JCSC-A0WZ,41909,ADI1962P,G,2024-ADN-10-G254,CANISTER,Y,8,1,44.3 X 68.1,
ADNPRG835.1,2024,43,1,120,120,QFN,6755635.1,10/20/2024 19:00,B-A,P,ADI,TD-300E2001010K,LT8672JCSC-A0WZ,42278,ADI1962P,G,2024-ADN-10-G250,CANISTER,Y,8,1,44.3 X 68.1,
ADNPRG837.1,2024,43,2,120,120,QFN,6755636.1,10/21/2024 19:00,B-A,P,ADI,TD-300E2001010K,LT8672JCSC-A0WZ,42861,ADI1962P,G,2024-ADN-10-G242,CANISTER,Y,8,1,44.3 X 68.1,
ADNPRG839.1,2024,43,2,120,120,QFN,6755637.1,10/21/2024 19:00,B-A,P,ADI,TD-300E2001010K,LT8672JCSC-A0WZ,42298,ADI1962P,G,2024-ADN-10-G256,CANISTER,Y,8,1,44.3 X 68.1,
ADNPRG840.1,2024,43,2,120,120,QFN,6755638.1,10/21/2024 19:00,B-A,P,ADI,TD-300E2001010K,LT8672JCSC-A0WZ,56563,ADI1962P,G,2024-ADN-10-G259,CANISTER,Y,8,1,44.3 X 68.1,
ADNPRH108.1,2024,43,4,120,120,QFN,6755639.1,10/23/2024 19:00,B-A,P,ADI,TD-300E2001010K,LT8672JCSC-A0WZ,28474,ADI1962P,G,2024-ADN-11-G041,CANISTER,Y,8,1,44.3 X 68.1,
ADNPRH109.1,2024,43,4,120,120,QFN,6755641.1,10/23/2024 19:00,B-A,P,ADI,TD-300E2001010K,LT8672JCSC-A0WZ,42690,ADI1962P,G,2024-ADN-11-G035,CANISTER,Y,8,1,44.3 X 68.1,
ADNPRH110.1,2024,43,5,120,120,QFN,6755642.1,10/24/2024 19:00,B-A,P,ADI,TD-300E2001010K,LT8672JCSC-A0WZ,28232,ADI1962P,G,2024-ADN-11-G052,CANISTER,Y,8,1,44.3 X 68.1,
ADNPRH168.1,2024,43,5,120,120,QFN,6755640.1,10/24/2024 19:00,B-A,P,ADI,TD-300E2001010K,LT8672JCSC-A0WZ,28539,ADI1962P,G,2024-ADN-11-G032,CANISTER,Y,8,1,44.3 X 68.1,
ADNPRH247.1,2024,44,1,120,120,QFN,6761763.1,10/27/2024 19:00,B-A,P,ADI,TD-300E2001010K,LT8672JCSC-A0WZ,42131,ADI1962P,G,PNP,CANISTER,Y,8,1,44.3 X 68.1,
ADNPRH248.1,2024,44,1,120,120,QFN,6761764.1,10/27/2024 19:00,B-A,P,ADI,TD-300E2001010K,LT8672JCSC-A0WZ,42069,ADI1962P,G,2024-ADN-11-G045,CANISTER,Y,8,1,44.3 X 68.1,
ADNPRF871.1,2024,40,5,120,120,QFN,6735720.1,10/3/2024 19:00,B-A,P,ADI,TD-300E200B008K,LT5581ICPC-A0Z,22553,ADI6781P,A,2024-ADN-10-G107,CANISTER,N,6,1,32.00 X 53.00,
ADNPRH190.1,2024,43,6,120,120,QFN,6761752.1,10/25/2024 19:00,B-A,P,ADI,TD-300E200B010K,LT8618-33ICPC-A0WZ,43916,ADI6445P,A,2024-ADN-11-G027,CANISTER,Y,8,1,44.3 X 45.2,
ADNPRH191.1,2024,43,6,120,120,QFN,6761753.1,10/25/2024 19:00,B-A,P,ADI,TD-300E200B010K,LT8618-33ICPC-A0WZ,7510,ADI6445P,A,2024-ADN-11-G045,CANISTER,Y,8,1,44.3 X 45.2,
ADNPRH192.1,2024,43,6,120,120,QFN,6761754.1,10/25/2024 19:00,B-A,P,ADI,TD-300E200B010K,LT8618-33ICPC-A0WZ,43978,ADI6445P,A,2024-ADN-11-G030,CANISTER,Y,8,1,44.3 X 45.2,
ADNPRH193.1,2024,43,7,120,120,QFN,6761755.1,10/26/2024 19:00,B-A,P,ADI,TD-300E200B010K,LT8618-33ICPC-A0WZ,43985,ADI6445P,A,2024-ADN-11-G030,CANISTER,Y,8,1,44.3 X 45.2,
ADNPRH194.1,2024,43,7,120,120,QFN,6761756.1,10/26/2024 19:00,B-A,P,ADI,TD-300E200B010K,LT8618-33ICPC-A0WZ,43974,ADI6445P,A,2024-ADN-11-G041,CANISTER,Y,8,1,44.3 X 45.2,
ADNPRH195.1,2024,44,1,120,120,QFN,6761757.1,10/27/2024 19:00,B-A,P,ADI,TD-300E200B010K,LT8618-33ICPC-A0WZ,43991,ADI6445P,A,2024-ADN-11-G052,CANISTER,Y,8,1,44.3 X 45.2,
ADNPRH196.1,2024,44,1,120,120,QFN,6761758.1,10/27/2024 19:00,B-A,P,ADI,TD-300E200B010K,LT8618-33ICPC-A0WZ,43974,ADI6445P,A,2024-ADN-11-G030,CANISTER,Y,8,1,44.3 X 45.2,
ADNPRH197.1,2024,44,2,120,120,QFN,6761759.1,10/28/2024 19:00,B-A,P,ADI,TD-300E200B010K,LT8618-33ICPC-A0WZ,43988,ADI6445P,A,2024-ADN-11-G027,CANISTER,Y,8,1,44.3 X 45.2,
ADNPRH198.1,2024,44,2,120,120,QFN,6761760.1,10/28/2024 19:00,B-A,P,ADI,TD-300E200B010K,LT8618-33ICPC-A0WZ,21992,ADI6445P,A,2024-ADN-11-G035,CANISTER,Y,8,1,44.3 X 45.2,
ADNPRH159.1,2024,43,5,120,120,QFN,6755613.1,10/24/2024 19:00,B-A,P,ADI,TD-300E200B010K,LTC2918-A1ICPC-A0Z,10697,ADI6350P,A,2024-ADN-11-G041,CANISTER,N,6,1,24.00 X 83.00,
ADNPRG582.1,2024,42,2,120,120,QFN,6749325.1,10/14/2024 19:00,B-A,P,ADI,TD-300E200M012A,LT3050ECPC-A0Z,28665,ADI0075P,D,2024-ADN-10-G180,CANISTER,N,6,1,25.00 X 81.00,
ADNPRH070.1,2024,43,4,120,120,QFN,6755694.1,10/23/2024 19:00,B-A,P,ADI,TD-300E200M012A,LT3050ECPC-A0Z,9472,ADI0075P,D,SINGULATE,CANISTER,N,6,1,25.00 X 81.00,
ADNPRF594.1,2024,40,4,120,120,QFN,6735757.1,10/2/2024 19:00,B-A,P,ADI,TD-300E3001010K,LT8609AJCSC-A0WZ,37212,ADI2589P,C,2024-ADN-10-G085,TUBE,Y,8,1,47.30 X 73.30,
ADNPRF595.1,2024,40,4,120,120,QFN,6735758.1,10/2/2024 19:00,B-A,P,ADI,TD-300E3001010K,LT8609AJCSC-A0WZ,37006,ADI2589P,C,2024-ADN-10-G095,TUBE,Y,8,1,47.30 X 73.30,
ADNPRF770.1,2024,40,4,120,120,QFN,6735747.1,10/2/2024 19:00,B-A,P,ADI,TD-300E3001010K,LT8609AJCSC-A0WZ,37234,ADI2589P,C,2024-ADN-10-G090,TUBE,Y,8,1,47.30 X 73.30,
ADNPRF771.1,2024,40,4,120,120,QFN,6735748.1,10/2/2024 19:00,B-A,P,ADI,TD-300E3001010K,LT8609AJCSC-A0WZ,37264,ADI2589P,C,2024-ADN-10-G090,TUBE,Y,8,1,47.30 X 73.30,
ADNPRF772.1,2024,40,5,120,120,QFN,6735749.1,10/3/2024 19:00,B-A,P,ADI,TD-300E3001010K,LT8609AJCSC-A0WZ,37218,ADI2589P,C,2024-ADN-10-G089,TUBE,Y,8,1,47.30 X 73.30,
ADNPRF776.1,2024,40,6,120,120,QFN,6735754.1,10/4/2024 19:00,B-A,P,ADI,TD-300E3001010K,LT8609AJCSC-A0WZ,49658,ADI2589P,C,2024-ADN-10-G119,TUBE,Y,8,1,47.30 X 73.30,
ADNPRF918.1,2024,40,5,120,120,QFN,6735750.1,10/3/2024 19:00,B-A,P,ADI,TD-300E3001010K,LT8609AJCSC-A0WZ,37275,ADI2589P,C,2024-ADN-10-G089,TUBE,Y,8,1,47.30 X 73.30,
